유형,논문 ID,저자명,주저자 소속기관,논문명,논문영어명,학술지명,저자키워드,참고문헌 수,인용된 총 횟수,발행기관명,발행연도,발행일,권,호,특별호,시작 페이지,끝 페이지,논문번호,DOI,주제분야,URL,KCI 등재 구분,반출일,논문명_원본,기관_부모,발행월,발행호,발행순서,주저자_소속_게재시점,기관_부모_보정,소속_판정
J,ART002870171,이길산,경남대학교 교양교육연구소,『유식이십론』과 유식성 개념의 변화_『섭대승론』과『유식이십론』을 중심으로,Viṁśikā and a Conceptual Change in Vijñaptimātratā: Based on the textual study on *Mahāyānasaṁgraha and Viṁśikā,인도철학,"『유식이십론』, 『섭대승론』, 유가행 유식학파, 바수반두, 유식성, 물질성 비판",34.0,4.0,인도철학회,2022,Aug. 31.,,65.0,,81.0,110.0,,10.32761/kjip.2022..65.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870171,등재,2026-04-13,『유식이십론』과 유식성 개념의 변화_『섭대승론』과『유식이십론』을 중심으로_,경남대학교,8,제65집,64,경남대학교,경남대학교,일치
J,ART003293744,최지연,동국대학교 불교학부,자이나교 칠구분별에서 ‘말할 수 없다’의 함의 - 불교의 사구분별과의 비교를 통해 -,'Avaktavya' in Jaina Sevenfold Predication:  A Comparison with the Buddhist Catuṣkoṭi,인도철학,"칠구분별, 사구분별, 말할 수 없다, 불교의 무기, 자이나",29.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,225.0,254.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293744,등재,2026-04-13,자이나교 칠구분별에서 ‘말할 수 없다’의 함의 - 불교의 사구분별과의 비교를 통해 -,동국대학교,12,제75집,74,동국대학교,동국대학교,일치
J,ART002951211,이지수,동국대학교,인도철학에 있어서 착각의 문제_正理學派를 중심으로,인도철학에 있어서 착각의 문제_正理學派를 중심으로_󰠏󰠏l,인도철학,.,0.0,0.0,인도철학회,1996,Dec. 20.,,6.0,,65.0,108.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002951211,미등재,2026-04-13,인도철학에 있어서 착각의 문제_正理學派를 중심으로_󰠏󰠏,동국대학교,12,제6집,6,동국대학교,동국대학교,일치
J,ART002182072,이태승,위덕대학교,일본 최초의 인도철학사 강의록에 대한 일고찰,"A Survey on the Note of History of Indian Philosophy Lectured by Inoue, Tetsujiro for the First Time in Japan",인도철학,"이노우에 데츠지로, 인도철학, 인도철학사, 도쿄대학, 교육과 종교의 충돌, 다카쿠스 준지로, 기무라 다이켄",13.0,2.0,인도철학회,2016,Dec. 31.,,48.0,,103.0,135.0,,10.32761/kjip.2016..48.004,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002182072,등재,2026-04-13,일본 최초의 인도철학사 강의록에 대한 일고찰,위덕대학교,12,제48집,47,위덕대학교,위덕대학교,일치
J,ART002951614,이지수,동국대학교,한국 인도철학계의 몇 가지 왜곡된 인식들,한국 인도철학계의 몇 가지 왜곡된 인식들 l,인도철학,,0.0,0.0,인도철학회,2001,Dec. 1.,11.0,1.0,,9.0,44.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002951614,미등재,2026-04-13,한국 인도철학계의 몇 가지 왜곡된 인식들,동국대학교,12,제11권 1호,11,동국대학교,동국대학교,일치
J,ART001946053,이태승,위덕대학교,일본 근대 인도철학의 성립과 하라 탄잔(原坦山)의 역할,The Formation of the Study of Indian Philosophy in Modern Japan and the Role of Tanzan Hara,인도철학,"인도철학, 불교학, 불교철학, 하라 탄잔, 탄잔, 메이지유신, 도쿄대학",16.0,5.0,인도철학회,2014,Dec.,,42.0,,105.0,133.0,,10.32761/kjip.2014..42.004,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001946053,등재,2026-04-13,일본 근대 인도철학의 성립과 하라 탄잔(原坦山)의 역할,위덕대학교,12,제42집,41,위덕대학교,위덕대학교,일치
J,ART003293163,김태우,함부르크 대학교 인도·티벳학과,바라와의 여래장 해석 연구 - 공성의 관점에서 해석된 여래장 고찰 -,A Study of ’Ba’-ra-ba’s Interpretation of Buddha-Nature: An Examination of Buddha-Nature from the perspective of Emptiness,인도철학,"환영론자, 바라와 걜챈뺄상, 쫑카파, 여래장, 공성, 정립적 부정, 긍정적 확정",29.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,65.0,94.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293163,등재,2026-04-13,바라와의 여래장 해석 연구 - 공성의 관점에서 해석된 여래장 고찰 -,함부르크 대학교,12,제75집,74,함부르크 대학교,함부르크 대학교,일치
J,ART003293168,박수영,동국대학교,『사르바다르샤나상그라하』(Sarvadarśanasaṅgraha) 제13장 ｢빠니니다르샤나｣(Pāṇinidarśana)의 연구 (III) -마다바(Mādhava)가 논의한 다르샤나로서의 문법학-,A Study of the Pāṇinidarśana Chapter  of the Sarvadarśanasaṅgraha (III): Vyākaraṇa (grammar) as a Darśana discussed by Mādhava,인도철학,"마다바, 사르바다르샤나상그라하, 존재(sattā), 보편(jāti, 개별(dravya), 브라흐만, 해탈의 문",29.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,95.0,131.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293168,등재,2026-04-13,『사르바다르샤나상그라하』(Sarvadarśanasaṅgraha) 제13장 ｢빠니니다르샤나｣(Pāṇinidarśana)의 연구 (III) -마다바(Mādhava)가 논의한 다르샤나로서의 문법학-,동국대학교,12,제75집,74,동국대학교,동국대학교,일치
J,ART003293157,김수연,동국대학교,‘단순 비인식(adarśanamātra)’ 이론에 대한 다르마끼르띠의 비판 - 걜찹제의 『양평석의 해탈의 길을 밝힘』의 6가지 분류를 중심으로 -,Dharmakīrti’s Critique of the Theory of Mere Non-Perception (adarśanamātra): Focusing on rGyal tshab rje’s Six-fold Systematization in rNm ’grel thar lam gsal byed,인도철학,"다르마끼르띠, 디그나가, 단순 비인식, 본질적 관계, 걜찹제",30.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,1.0,30.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293157,등재,2026-04-13,‘단순 비인식(adarśanamātra)’ 이론에 대한 다르마끼르띠의 비판 - 걜찹제의 『양평석의 해탈의 길을 밝힘』의 6가지 분류를 중심으로 -,동국대학교,12,제75집,74,동국대학교,동국대학교,일치
J,ART003293738,이태승,위덕대학교,훈민정음 창제에 끼친 범어음성체계의 영향 연구 - 조선시대 『진언집』의 범자체계와 비교하여 -,A Study on the Influence of the Sanskrit Phonological System on the Creation of Hunminjeongeum:  Compared with the Sanskrit System in the Joseon Dynasty's Jin-eon-jip,인도철학,"훈민정음, 범어, 진언집, 실답자기, 아설순치후, 아치설후순",27.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,169.0,197.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293738,등재,2026-04-13,훈민정음 창제에 끼친 범어음성체계의 영향 연구 - 조선시대 『진언집』의 범자체계와 비교하여 -,위덕대학교,12,제75집,74,위덕대학교,위덕대학교,일치
J,ART003293747,한상희,경북대학교,"두땅가(dhutaṅga, 頭陀行)의 본질에 대한 해석 –마하위하라파와 아바야기리파의 견해 비교–",The Interpretation of the Nature of Dhutaṅga  — A Comparative Study of the Views of Mahāvihāra and Abhayagiri —,인도철학,"두땅가, 두타행, 마하위하라, 아바야기리, 빠라맛타, 빤냣띠",23.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,255.0,283.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293747,등재,2026-04-13,"두땅가(dhutaṅga, 頭陀行)의 본질에 대한 해석  –마하위하라파와 아바야기리파의 견해 비교–",경북대학교,12,제75집,74,경북대학교,경북대학교,일치
J,ART003293749,함형석,전남대학교,즈냐나가르바의 저작 『이제분별론』의 논쟁사적 맥락 읽기 - 『이제분별론』의 첨가 게송 37-43을 중심으로 -,Reading the Madhyamaka-Yogācāra Conflicts in Jñānagarbha’s *Satyadvayavibhaṅga,인도철학,"즈냐나가르바, 이제분별론, 이제설, 중관학파, 유가행파",36.0,0.0,인도철학회,2025,Dec. 31.,,75.0,,285.0,316.0,,,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003293749,등재,2026-04-13,즈냐나가르바의 저작 『이제분별론』의  논쟁사적 맥락 읽기 - 『이제분별론』의 첨가 게송 37-43을 중심으로 -,전남대학교,12,제75집,74,전남대학교,전남대학교,일치
J,ART003241323,이선희,경북대학교,내적 갈등 해소를 위한 불교 수행의 실천적 모색 - 초기불교 호흡관(Ānāpānasati)을 중심으로 -,A Practical Exploration of Buddhist Meditation for Resolving Inner Conflict:  Focusing on the First Four Steps of Ānāpānasati in Early Buddhism,인도철학,"호흡관, 욕망과 불만족, 선정과 통찰, 예비수행",46.0,0.0,인도철학회,2025,Aug. 31.,,74.0,,33.0,59.0,,10.32761/kjip.2025..74.002,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003241323,등재,2026-04-13,내적 갈등 해소를 위한 불교 수행의 실천적 모색 - 초기불교 호흡관(Ānāpānasati)을 중심으로 -,경북대학교,8,제74집,73,경북대학교,경북대학교,일치
J,ART003241324,박희언,서울대학교,"밀교의 티베트 전래, 현밀 갈등과 그 대응:『보리도등론』의 교의적 특징과 문제점 고찰","The Transmission of Tantric Buddhism to Tibet, the Exoteric-Esoteric Conflict, and Its Response: An Examination of the Doctrinal Characteristics and Issues in Bodhipathapradīpa",인도철학,"아티샤, 보리도등론, 밀교, 현밀 갈등, 관정",30.0,0.0,인도철학회,2025,Aug. 31.,,74.0,,61.0,90.0,,10.32761/kjip.2025..74.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003241324,등재,2026-04-13,"밀교의 티베트 전래, 현밀 갈등과 그 대응:『보리도등론』의 교의적 특징과 문제점 고찰",서울대학교,8,제74집,73,서울대학교,서울대학교,일치
J,ART003197476,우동필,전남대학교 호남불교문화연구소,찰나법연기의 자이나교 기원설,Jain Origin Theory of the Momentary Dharma Theory on Conditioned Co-arising,인도철학,"연기, 연기 공식, 십이연기, 찰나법연기, 업보",38.0,0.0,인도철학회,2025,Apr. 30.,,73.0,,33.0,68.0,,10.32761/kjip.2025..73.002,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003197476,등재,2026-04-13,찰나법연기의 자이나교 기원설,전남대학교,4,제73집,72,전남대학교,전남대학교,일치
J,ART003197494,송부경,동국대학교 불교학술원,탈실체(無)와 드러남(有)의 무한: 안혜의『유식삼십송석(TrBh)』에 나타난 주체-의식의 역동성과 그 회귀,The Infinity of Non-substantiality (無) and Manifestation (有): The Dynamics and Return of  Subject-Consciousness in Sthiramati’s Triṃśikāvijñaptibhāṣya,인도철학,"주체, 의식, 안혜, 『유식삼십송석』, 세친, 『유식삼십송』",34.0,0.0,인도철학회,2025,Apr. 30.,,73.0,,69.0,96.0,,10.32761/kjip.2025..73.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003197494,등재,2026-04-13,탈실체(無)와 드러남(有)의 무한: 안혜의『유식삼십송석(TrBh)』에 나타난 주체-의식의 역동성과 그 회귀,동국대학교,4,제73집,72,동국대학교,동국대학교,일치
J,ART003157240,박하정,동국대 인도철학과,기후 위기 시대의 수행과 ‘나[我]’의 범주 확장 - 정토회의 ‘지속가능한 개발-부탄프로젝트’를 중심으로 -,Practice in the Climate Crisis and the Expansion of the Concept of 'Self': Focusing on the Jungto Society’s 'Sustainable Development Project' in Bhutan,인도철학,"수행, 사회참여, 기후위기, 정토회, 부탄, 지속가능",45.0,0.0,인도철학회,2024,Dec. 31.,,72.0,,200.0,239.0,,10.32761/kjip.2024..72.007,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003157240,등재,2026-04-13,기후 위기 시대의 수행과 ‘나[我]’의 범주 확장 - 정토회의 ‘지속가능한 개발-부탄프로젝트’를 중심으로 -,동국대학교,12,제72집,71,동국대학교,동국대학교,일치
J,ART003075738,최윤제,동국대학교대학원 인도철학과,요가 아사나에서 영웅좌(Vīrāsana)의 변형 사례,Transformations of the Hero Pose (Vīrāsana) in Yoga Asanas,인도철학,"결가부좌, 고전 요가, 반가부좌, 아사나, 영웅좌, 좌법, 하타 요가",27.0,0.0,인도철학회,2024,Apr. 30.,,70.0,,95.0,123.0,,10.32761/kjip.2024..70.004,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003075738,등재,2026-04-13,요가 아사나에서 영웅좌(Vīrāsana)의 변형 사례,동국대학교대학원 인도철학과,4,제70집,69,동국대학교,동국대학교,보정적용
J,ART003113333,이현아,동국대학교 일반대학원 인도철학과,정토불교의 여성에 대한 인식과 구원론에 대한 고찰 __『무량수경(無量壽經)』제35원을 중심으로,A Study on the Perception and Redemption of Women in Pure Land Buddhism: Centering on the 35th edition of the Sukhāvatīvyuha Sūtra,인도철학,"정토불교, 정토, 구원, 여성, 소외, 인간화",26.0,1.0,인도철학회,2024,Aug. 31.,,71.0,,135.0,166.0,,10.32761/kjip.2024..71.005,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003113333,등재,2026-04-13,정토불교의 여성에 대한 인식과 구원론에 대한 고찰 __『무량수경(無量壽經)』제35원을 중심으로__,동국대학교,8,제71집,70,동국대학교,동국대학교,일치
J,ART002835937,박기열,동국대학교 인도철학불교학연구소,유식학파의 실재ㆍ형상ㆍ존재에 관한 논리학적 논증,"The Inductive Examination of the Relationship among Reality (vastu), Appearance (ākāra), and Being (bhāva) in Yogācāra school",인도철학,"환술, 코끼리, 비유, 존재, 인식, 승의제, 세속제",21.0,2.0,인도철학회,2022,Apr. 30.,,64.0,,139.0,165.0,,10.32761/kjip.2022..64.005,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002835937,등재,2026-04-13,유식학파의 실재ㆍ형상ㆍ존재에 관한 논리학적 논증,동국대학교,4,제64집,63,동국대학교,동국대학교,일치
J,ART003154861,김서리,동국대학교 WISE캠퍼스,『깟짜야나 문법』의 Samāsa장 분석을 통한 빠알리어 복합어 연구,A Study on Pāli Compound Noun through the analysis of samāsakappa in Kaccāyana-vyākaraṇa,인도철학,"복합어, 깟짜야나문법, 빠알리어, 문법규칙, 결합",17.0,0.0,인도철학회,2024,Dec. 31.,,72.0,,5.0,38.0,,10.32761/kjip.2024..72.001,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003154861,등재,2026-04-13,『깟짜야나 문법』의 Samāsa장 분석을 통한 빠알리어 복합어 연구,동국대학교,12,제72집,71,동국대학교,동국대학교,일치
J,ART003154903,김성철,금강대학교 불교문화연구소,"정려(靜慮/禪, jhāna) 개념의 변화와 그 함의 - ‘태움’에서 ‘사유’와 ‘삼매’까지 -",On the Change of the Concept of Jhāna/Dhyāna and its Significance,인도철학,"정려, 삼매, 사려, 태움/제거, 구사론",47.0,0.0,인도철학회,2024,Dec. 31.,,72.0,,69.0,105.0,,10.32761/kjip.2024..72.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003154903,등재,2026-04-13,"정려(靜慮/禪, jhāna) 개념의 변화와 그 함의 - ‘태움’에서 ‘사유’와 ‘삼매’까지 -",금강대학교,12,제72집,71,금강대학교,금강대학교,일치
J,ART003112723,류현정,경상국립대학교 인문학연구소,산스크리트 단막극에 나타난 풍자의 미학 __『맛타빌라사 프라하사나』(Mattavilāsa-prahasana)를 중심으로,Aesthetics of Satire in a Sanskrit One-act Farce: Focusing on the Mattavilāsa-prahasana,인도철학,"산스크리트 단막극, 프라하사나, 맛타빌라사 프라하사나, 풍자극, 나티야 샤스트라, 카팔리카, 마헨드라바르만",28.0,0.0,인도철학회,2024,Aug. 31.,,71.0,,67.0,103.0,,10.32761/kjip.2024..71.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003112723,등재,2026-04-13,산스크리트 단막극에 나타난 풍자의 미학 __『맛타빌라사 프라하사나』(Mattavilāsa-prahasana)를 중심으로__,경상국립대학교,8,제71집,70,경상국립대학교,경상국립대학교,일치
J,ART003112737,양영순,서울대학교 아시아연구소,일체지(자)의 직접지각론 __Pramāṇamīmāṃsā 1부 1장을 중심으로,The Direct Perception of Omniscient: Based on the Pramāṇamīmāṃsā 1.1,인도철학,"일체지, 일체지자, 직접지각, 헤마짠드라, Pramāṇamīmāṃsā, 쁘라마나",32.0,0.0,인도철학회,2024,Aug. 31.,,71.0,,201.0,240.0,,10.32761/kjip.2024..71.007,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003112737,등재,2026-04-13,일체지(자)의 직접지각론 __Pramāṇamīmāṃsā 1부 1장을 중심으로__,서울대학교,8,제71집,70,서울대학교,서울대학교,일치
J,ART003075694,김진영,서강대학교,베다제식의 제물(祭物)살해와 불살생(ahiṃsā)덕목의 공존과 충돌,The Coexistence and Conflict of Killing Animals and the Virtue of non-killing(ahiṃsā) in Vedic Ritualism,인도철학,"베다, 아힘사, 불살생, 제식, 동물제",35.0,0.0,인도철학회,2024,Apr. 30.,,70.0,,39.0,65.0,,10.32761/kjip.2024..70.002,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003075694,등재,2026-04-13,베다제식의 제물(祭物)살해와 불살생(ahiṃsā)덕목의 공존과 충돌,서강대학교,4,제70집,69,서강대학교,서강대학교,일치
J,ART003076321,함형석,전남대학교 철학과,‘항아리’가 실재하는 바비베까의 인식대상론,Bhāviveka on Perception and Atomic Reality,인도철학,"바비베까, 극미, 인식대상, 세속제, 중관심론, 중관학파",30.0,0.0,인도철학회,2024,Apr. 30.,,70.0,,5.0,37.0,,10.32761/kjip.2024..70.001,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003076321,등재,2026-04-13,‘항아리’가 실재하는 바비베까의 인식대상론,전남대학교,4,제70집,69,전남대학교,전남대학교,일치
J,ART003035094,양영순,서울대학교 아시아연구소,두르가데바의 『죽음징조집성』(Riṣṭasamuccaya) __죽음준비교육과 관련하여,A Study on Riṣṭasamuccaya of Durgadeva: Related to Death Preparation Education,인도철학,"죽음의 징조, 죽음준비, 『죽음징조집성』, 자이나교, 임종대처, 임종궤적",26.0,0.0,인도철학회,2023,Dec. 31.,,69.0,,5.0,33.0,,10.32761/kjip.2023..69.001,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003035094,등재,2026-04-13,두르가데바의 『죽음징조집성』(Riṣṭasamuccaya) __죽음준비교육과 관련하여__,서울대학교,12,제69집,68,서울대학교,서울대학교,일치
J,ART003035096,김수연,소속없음,이일다(離一多) 논리를 통해 고찰한 쫑카빠의 중도관,Tsongkhapa’s Middle Way-View Explored through the Argument of ‘neither one nor many entity logic’,인도철학,"쫑카빠, 세속유, 자성, 이일다, 귀류논증파, 자립논증파, 중도",34.0,0.0,인도철학회,2023,Dec. 31.,,69.0,,67.0,107.0,,10.32761/kjip.2023..69.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART003035096,등재,2026-04-13,이일다(離一多) 논리를 통해 고찰한 쫑카빠의 중도관,소속없음,12,제69집,68,,소속없음,추출불가
J,ART002954703,이자연,한국외국어대학교(글로벌캠퍼스) 철학문화연구소,마음챙김 명상의 사마타 수행을 둘러싼 논쟁,Debate about Samatha Meditation Practice of Mindfulness Meditation,인도철학,"마음챙김, 사마타, 위빠사나, 남방상좌불교, 까시나, 마하사띠빠타나 수따",28.0,2.0,인도철학회,2023,Apr. 30.,,67.0,,79.0,104.0,,10.32761/kjip.2023..67.003,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002954703,등재,2026-04-13,마음챙김 명상의 사마타 수행을 둘러싼 논쟁,한국외국어대학교,4,제67집,66,한국외국어대학교,한국외국어대학교,일치
J,ART002914800,조준호,동국대학교,고대인도 전적에서 선정의 기원 문제,A Study on Origin of Meditation in Ancient India,인도철학,"선정, 사띠, 사마타 위빠사나, 자이나교, 알라라 깔라마, 웃다까 라마뿟따",38.0,5.0,인도철학회,2022,Dec. 31.,,66.0,,37.0,67.0,,10.32761/kjip.2022..66.002,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002914800,등재,2026-04-13,고대인도 전적에서 선정의 기원 문제,동국대학교,12,제66집,65,동국대학교,동국대학교,일치
J,ART002914826,심준보,한국외국어대학교 인도연구소,인도 현대요가의 힌두화 연구__스와미 람데브를 중심으로,A Study on the Hinduization of Modern Yoga in India: Focusing on Swami Ramdev,인도철학,"인도 현대요가, 힌두화, 스와미 람데브, 아리야 사마즈, 요가와 과학",33.0,2.0,인도철학회,2022,Dec. 31.,,66.0,,109.0,143.0,,10.32761/kjip.2022..66.004,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002914826,등재,2026-04-13,인도 현대요가의 힌두화 연구__스와미 람데브를 중심으로__,한국외국어대학교,12,제66집,65,한국외국어대학교,한국외국어대학교,일치
J,ART002914792,정성헌,동국대학교,『쁘라마나 비니쉬짜야』의 유사지각(pratyakṣābhāsa)에 관한 자기인식론적 해석,A self-perceptual interpretation of the Falsification of Perception(pratyakṣābhāsa) in Pramāṇaviniścaya,인도철학,"다르마끼르띠, 유사지각, 지각, 자기인식, 양결택, 유식성",13.0,0.0,인도철학회,2022,Dec. 31.,,66.0,,5.0,36.0,,10.32761/kjip.2022..66.001,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002914792,등재,2026-04-13,『쁘라마나 비니쉬짜야』의 유사지각(pratyakṣābhāsa)에 관한 자기인식론적 해석,동국대학교,12,제66집,65,동국대학교,동국대학교,일치
J,ART002914834,김재권,능인대학원대학교,정신건강을 위한 유식학적 성찰과 그 의의__코로나 블루와 관련하여,Yogācāra's Systemic Reflection and Its Significance: with Special Reference to Corona Blue,인도철학,"팬데믹, 코로나 블루, 정신건강, 정신치료, 식전변, 유식심리학, 분석심리학",38.0,0.0,인도철학회,2022,Dec. 31.,,66.0,,145.0,176.0,,10.32761/kjip.2022..66.005,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002914834,등재,2026-04-13,정신건강을 위한 유식학적 성찰과 그 의의__코로나 블루와 관련하여__,능인대학원대학교,12,제66집,65,능인대학원대학교,능인대학원대학교,일치
J,ART002870286,구하원,서울대학교,"제국의 정당화, 여성의 타자화__인도 통치와 여성에 대한 제임스 밀과 존 스튜어트 밀의 글을 중심으로","Rationalizing Empire, Othering Women: Governing India and women in writings of James Mill and John Stuart Mill",인도철학,"인도, 동인도회사, 『영령인도사』, 여성, 식민주의",31.0,2.0,인도철학회,2022,Aug. 31.,,65.0,,225.0,256.0,,10.32761/kjip.2022..65.006,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870286,등재,2026-04-13,"제국의 정당화, 여성의 타자화__인도 통치와 여성에 대한 제임스 밀과 존 스튜어트 밀의 글을 중심으로__",서울대학교,8,제65집,64,서울대학교,서울대학교,일치
J,ART002870370,상연진;최지연,한국외국어대학교 인도연구소,하층 카스트에 대한 상층 카스트의 인식__할당제 반대 논의를 중심으로,A Study on the Perceptions of Upper Castes toward Lower Castes in Contemporary India: Focusing on Anti-Reservation Policy for Scheduled Castes,인도철학,"할당제, 상층 카스트, 달리뜨, 카스트 차별, 하층 카스트",26.0,2.0,인도철학회,2022,Aug. 31.,,65.0,,257.0,291.0,,10.32761/kjip.2022..65.007,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870370,등재,2026-04-13,하층 카스트에 대한 상층 카스트의 인식__할당제 반대 논의를 중심으로__,한국외국어대학교,8,제65집,64,한국외국어대학교,한국외국어대학교,일치
J,ART002870229,이규완,서울대학교 인문학연구원,구사론주 세친과 유가사 세친의 (불)연속성 문제에 관하여,"(Dis)continuity of Vasubandhu, the kośakāra and the yogācāra",인도철학,"『구사론』의 경량부설, 세친, 『순정리론』, 상좌 슈리라타, 비유자, 경량부, 크리처, 『유가사지론』』",37.0,1.0,인도철학회,2022,Aug. 31.,,65.0,,111.0,168.0,,10.32761/kjip.2022..65.004,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870229,등재,2026-04-13,구사론주 세친과 유가사 세친의 (불)연속성 문제에 관하여,서울대학교,8,제65집,64,서울대학교,서울대학교,일치
J,ART002870098,방정란,大正大學 綜合佛教研究所,샤이바(Śaiva) 전통에서 『스바찬다딴뜨라』 (Svacchandatantra)의 문헌적 위상 연구 (1) __전승본 비교 분석을 통한 문헌 연구 방법론 재고,Locating the Svacchandatantra and Its Recensions in the History of Śaiva Literature: Reconsideration of Methodology of Textual Studies of the Śavia Tradition,인도철학,"스바찬다딴뜨라, 샤이비즘, 상호 텍스트성, 산스끄리뜨 사본, 전승본",7.0,0.0,인도철학회,2022,Aug. 31.,,65.0,,5.0,33.0,,10.32761/kjip.2022..65.001,철학,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002870098,등재,2026-04-13,샤이바(Śaiva) 전통에서 『스바찬다딴뜨라』 (Svacchandatantra)의 문헌적 위상 연구 (1) __전승본 비교 분석을 통한 문헌 연구 방법론 재고__,大正大學 綜合佛教研究所,8,제65집,64,타이쇼대학,타이쇼대학,보정적용
